RANK,DRUG NAME,NDC,RXS,RFS,QTY,TOTAL U&C,TOTAL PRICE,TOTAL COST,GROSS MARGIN,PCT MARGIN
2349,OXYBUTYNIN 5 MG TABLET,50111045601,2,1,120,121.21,51.56,49.13,2.43,4.7
2350,OXYBUTYNIN CL ER 10 MG TAB,378661001,7,7,540,1915.18,296.69,1268.73,-972.04,0
2351,OXYBUTYNIN CL ER 10 MG TAB,93520701,2,6,360,1264.92,275.11,444.16,-169.05,0
2352,OXYBUTYNIN CL ER 10 MG TAB,62175027137,1,0,30,102.28,36.83,8.47,28.36,77
2353,OXYBUTYNIN CL ER 15 MG TAB,93520801,8,20,846,3134.39,1201.02,1117.39,83.63,6.9
2354,OXYBUTYNIN CL ER 5 MG TAB,16729031701,9,12,684,2459,648.1,233.22,414.88,64
2355,OXYBUTYNIN CL ER 5 MG TAB,378660501,3,18,608,2206.65,681.17,1477.69,-796.52,0
2356,OXYBUTYNIN CL ER 5 MG TAB,62175027037,6,6,360,1226.16,329.13,103.19,225.94,68.6
2357,OXYCODON-ACETAMINOPHEN 7.5-,42858010301,12,0,1185,3337.66,216.39,300.68,-84.29,0
2358,OXYCODON-ACETAMINOPHEN 7.5-,31722019301,4,0,360,1017.52,66.18,54,12.18,18.4
2359,OXYCODONE HCL 10 MG TABS,42858000201,12,0,1302,933.75,171.53,11067,-10895.47,0
2360,OXYCODONE HCL 10 MG TABS,10702005601,1,0,100,72.5,22.31,22.76,-0.45,0
2361,OXYCODONE HCL 15 MG TABS,10702000801,2,0,240,474.74,118.6,31.32,87.28,73.5
2362,OXYCODONE HCL 15 MG TABS,13107005601,3,0,360,712.11,162.36,60.42,101.94,62.7
2363,OXYCODONE HCL 15 MG TABS,42858000301,6,0,716,1416.65,262.9,1026.15,-763.25,0
2364,OXYCODONE HCL 15 MG TABS,406851501,2,0,240,474.74,103.06,146.4,-43.34,0
2365,OXYCODONE HCL 30 MG TABS,406853001,4,0,480,1762.84,134.6,160.56,-25.96,0
2366,OXYCODONE HCL 30 MG TABS,13107005701,2,0,240,881.42,74.08,84,-9.92,0
2367,OXYCODONE HCL 30 MG TABS,10702000901,3,0,360,1322.13,117.9,93.24,24.66,20.9
2368,OXYCODONE HCL 30 MG TABS,65162005110,1,0,120,440.71,30.26,32.54,-2.28,0
2369,OXYCODONE HCL 5 MG CAPS,68462020401,2,0,240,463.76,219.13,840,-620.87,0
2370,OXYCODONE HCL 5 MG TABS,68308010801,1,0,30,26.23,4.89,11.93,-7.04,0
2371,OXYCODONE HCL 5 MG TABS,42858000101,6,0,90,108.67,47.26,5.4,41.86,88.5
2372,OXYCODONE-ACETAMINOPHEN 10-,13107004605,232,0,25182,87265.01,10276.6,2127.49,8149.11,79.2
2373,OXYCODONE-ACETAMINOPHEN 10-,42858010450,2,0,300,1085.24,68.43,63.44,4.99,7.2
2374,OXYCODONE-ACETAMINOPHEN 5-3,42858010250,89,0,8116,9309.03,1549.03,824.45,724.58,46.7
2375,OXYCONTIN 30 MG T12A,59011043020,10,0,600,7810,6310.4,6168,142.4,2.2
2376,OXYMORPHONE HCL ER 30 MG TA,115131701,4,0,360,4438.04,2639.19,2639.08,0.11,0
2377,OYSCO 500-VIT D3 200 TABLET,536781710,5,29,1844,366.66,76.75,19.67,57.08,74.3
2378,OYST SHELL/D 500MG TAB,2,1,3,240,45.76,9,7.2,1.8,20
2379,OYSTER SHELL 500-VIT D3 200,904546080,4,7,640,129.09,20.75,6.62,14.13,68
2380,OYSTER SHELL 500-VIT D3 200,904546052,9,21,1892,416.65,72.9,42.25,30.65,42
2381,OYSTER SHELL 500-VIT D3 200,16103036111,2,5,390,79.36,13,3.9,9.1,70
2382,OYSTER SHELL CALCIUM 500 MG,904188380,2,18,600,214.4,20,5.64,14.36,71.8
2383,OYSTER SHELL CALCIUM-VIT D,54629037701,4,22,1704,321.1,112.59,72.86,39.73,35.2
2384,OZEMPIC (0.25 OR 0.5 MG/DOS,169413212,10,13,23,21549.16,17842.04,17055.19,786.85,4.4
2385,OZEMPIC (1 MG/DOSE) 2 MG/1.,169413602,2,3,10,4684.55,3828.77,3801.48,27.29,0.7
2386,PAIN & FEVER 325 MG TABS,536322210,11,0,356,117.91,11.7,3.6,8.1,69.2
2387,PAIN & FEVER 500 MG TABLET,536323101,7,0,438,90.63,6.95,8.52,-1.57,0
2388,PAIN RELIEF 500 MG CAPLET,113048478,3,1,350,48.1,3.9,10.5,-6.6,0
2389,PALIPERIDONE ER 6 MG TB24,10147095303,1,0,15,467.92,160.38,97.5,62.88,39.2
2390,PALIPERIDONE ER 9 MG TB24,10147095403,6,4,268,12372.24,3810.03,4135.73,-325.7,0
2391,PANTOPRAZOLE SOD DR 20 MG T,62175018046,9,13,814,3521.11,226.82,67.59,159.23,70.2
2392,PANTOPRAZOLE SOD DR 40 MG T,65862056090,18,31,1730,9601.87,277.1,99.31,177.79,64.1
2393,PANTOPRAZOLE SOD DR 40 MG T,378668910,82,84,5786,32134.69,2035.32,580.67,1454.65,71.4
2394,PANTOPRAZOLE SOD DR 40 MG T,62175018146,3,5,240,1053.28,30.12,36,-5.88,0
2395,PANTOPRAZOLE SOD DR 40 MG T,47335058081,9,15,900,3918,453.66,180,273.66,60.3
2396,"PAPER TAPE 3"" DYNAREX",3554,1,0,12,22,24,15,9,37.5
2397,PAROXETINE ER 25 MG TABLET,378200493,4,0,120,738.24,130.75,502.72,-371.97,0
2398,PAROXETINE HCL 10 MG TABS,60505009701,1,5,225,649.2,86.58,22.5,64.08,74
2399,PAROXETINE HCL 10 MG TABS,60505009704,5,8,390,1151.28,108.09,32.3,75.79,70.1
2400,PAROXETINE HCL 10 MG TABS,68382009706,1,0,90,245.68,9.91,6.93,2.98,30
2401,PAROXETINE HCL 10 MG TABS,68382009716,4,5,270,794.97,73.61,22.13,51.48,69.9
2402,PAROXETINE HCL 20 MG TABS,68382009810,11,9,600,1839.8,160.27,53.88,106.39,66.3
2403,PAROXETINE HCL 20 MG TABS,60505008304,5,5,420,1247.86,142.59,37.89,104.7,73.4
2404,PAROXETINE HCL 20 MG TABS,68382009806,3,5,240,735.92,39.09,23.79,15.3,39.1
2405,PAROXETINE HCL 30 MG TABS,60505008401,0,2,60,188.9,24.9,7.82,17.08,68.5
2406,PAROXETINE HCL 30 MG TABS,60505008404,5,8,390,1227.85,159.49,41.44,118.05,74
2407,PAROXETINE HCL 30 MG TABS,68382009906,2,2,120,377.76,49.8,13.08,36.72,73.7
2408,PAROXETINE HCL 30 MG TABS,68382009916,1,0,30,94.43,13.19,3,10.19,77.2
2409,PAROXETINE HCL 40 MG TABS,68382000106,6,11,630,1981.88,173.13,74.9,98.23,56.7
2410,PAZEO 0.7 % SOLN,65427325,11,8,19,4612.05,3899.47,3537.46,362.01,9.2
2411,PEDIA-LAX 1 GM SUPP,132008112,1,0,2,10.25,5,0.33,4.67,93.4
2412,PEDIALYTE SOLN,74647132,2,0,6000,57.8,30.58,60,-29.42,0
2413,PEG 3350 ELECTROLYTE SOLN,62175044601,2,0,8000,44.8,32.6,18.08,14.52,44.5
2414,PEG-3350 AND ELECTROLYTES S,10572010001,1,0,4000,26.4,20,80,-60,0
2415,PEN NEEDLES 32G X 6 MM MISC,57513000635,1,3,400,420,322.92,680,-357.08,0
2416,PENICILLIN VK 500 MG TABLET,65862017601,3,0,110,115.53,16.28,10.37,5.91,36.3
2417,PENICILLIN VK 500 MG TABLET,16714023501,1,0,28,45.85,6.17,3.08,3.09,50
2418,PENNSAID 2 % SOLN,75987004005,0,1,112,2994.9,2404.84,3000,-595.16,0
2419,PENTASA 500 MG CPCR,54092019112,2,13,2640,19387.31,15296.43,15389.88,-93.45,0
2420,PENTIPS 32G X 4 MM MISC,8470344001,0,1,100,41.95,27.48,118.56,-91.08,0
2421,PENTOXIFYLLINE ER 400 MG TA,60505003306,1,2,90,132.63,16.42,15.94,0.48,2.9
2422,PEPTO-BISMOL 262 MG CHEW,1490003978,1,0,60,20.03,20,6.44,13.56,67.8
2423,PEPTO-BISMOL SUSPENSION,1490003908,1,0,236,14.57,6,9,-3,0
2424,PERMETHRIN 5 % CREA,45802026937,1,0,60,128.8,22.08,22.59,-0.51,0
2425,PERPHENAZINE 2 MG TABS,781104601,4,3,404,775.22,314.83,423.12,-108.29,0
2426,PERPHENAZINE 8 MG TABS,781104801,5,4,810,2437.56,492.06,1408.59,-916.53,0
2427,PHARM CHOICE ALCOHOL PREP P,98302000105,9,3,420,350.64,99.82,205.8,-105.98,0
2428,PHARMACIST CHOICE 30G LANCE,98302000104,16,28,3411,2313.56,1236.64,511.65,724.99,58.6
2429,PHENAZOPYRIDINE 100 MG TAB,51293061101,2,1,36,127.17,25.27,18,7.27,28.7
2430,PHENAZOPYRIDINE 200 MG TAB,42192080201,4,0,24,135.96,27.94,25.92,2.02,7.2
2431,PHENAZOPYRIDINE 200 MG TAB,51293080201,2,0,54,235.98,57.18,135.54,-78.36,0
2432,PHENAZOPYRIDINE 200 MG TAB,42937070210,1,0,6,21.88,9,12.37,-3.37,0
2433,PHENAZOPYRIDINE 200 MG TAB,51293081101,1,0,6,33.99,9,2.7,6.3,70
2434,PHENAZOPYRIDINE 200 MG TAB,58657045101,3,0,18,101.97,17.92,1620,-1602.08,0
2435,PHENOBARBITAL 32.4 MG TABS,603516632,0,2,330,231.62,189.1,113.21,75.89,40.1
2436,PHENOBARBITAL 32.4 MG TABS,603516621,2,8,2250,1618.75,1346.31,1214.72,131.59,9.7
2437,PHENOBARBITAL 32.4 MG TABS,63739020110,2,6,720,690.24,550.88,516.52,34.36,6.2
2438,PHENTERMINE 37.5 MG TABLET,51224010150,1,2,90,166.8,105,5.85,99.15,94.4
2439,PHENTERMINE 37.5 MG TABLET,13107006101,15,1,480,900.32,540,47.84,492.16,91.1
2440,PHENTERMINE 37.5 MG TABLET,527144501,14,4,540,1012.86,524.91,45.72,479.19,91.2
2441,PHENYTOIN 50 MG CHEW,378385001,2,2,234,163.12,94.44,88.64,5.8,6.1
2442,PHENYTOIN SOD EXT 100 MG CA,51672411103,5,12,1354,1036.85,514.55,281.62,232.93,45.2
2443,PHENYTOIN SOD EXT 100 MG CA,62756040203,4,8,1044,457.21,280.15,236.98,43.17,15.4
2444,PHENYTOIN SOD EXT 100 MG CA,378156010,5,7,1004,762.79,340.72,462.83,-122.11,0
2445,PILL CRUSHER/BUILT IN STORA,25715071091,2,0,3,41.66,15,8.67,6.33,42.2
2446,PILOCARPINE HCL 4 % SOLN,61314020615,2,1,45,347.07,224.64,232.62,-7.98,0
2447,PILOCARPINE HCL 5 MG TABS,527131301,1,6,630,1212.82,759.04,390.18,368.86,48.5
2448,PIOGLITAZONE HCL 15 MG TABS,781542031,5,6,330,2421.87,68.09,24.75,43.34,63.6
2449,PIOGLITAZONE HCL 30 MG TABS,781542131,20,49,2370,26063.32,771.99,272.55,499.44,64.6
2450,PIOGLITAZONE HCL 30 MG TABS,93204798,4,6,300,3315.4,46.37,141,-94.63,0
2451,PIOGLITAZONE HCL 30 MG TABS,33342005510,3,2,150,1655.9,65.51,10.14,55.37,84.5
2452,PIOGLITAZONE HCL 45 MG TABS,781542231,6,18,720,8601.36,360.25,89.52,270.73,75.1
2453,PLENVU 140 GM SOLR,65649040001,1,0,3,142,107.4,105.99,1.41,1.3
2454,PNV TABS 29-1 29-1 MG TABS,69543026790,2,0,60,60.98,47,13.32,33.68,71.6
2455,PNV-DHA SOFTGEL,42192032130,1,2,90,235.2,95.47,71.25,24.22,25.3
2456,POLY-VI-SOL SOLN,87040203,1,0,50,18.56,13,8,5,38.4
2457,POLYETH GLYC 3350 NF POW,45802086803,1,0,527,28.28,20,9.71,10.29,51.4
2458,POLYETHYLENE GLYCOL 3350 PO,574041205,25,12,20026,1969.81,766.01,456,310.01,40.4
2459,POLYETHYLENE GLYCOL 3350 PO,51991045757,7,16,13702,1328.79,738.45,260,478.45,64.7
2460,POLYETHYLENE GLYCOL 3350 PO,574041202,5,2,1785,222.95,68.25,40.74,27.51,40.3
2461,POLYETHYLENE GLYCOL 3350 PO,45802086802,1,0,238,19.06,5.44,4.95,0.49,9
2462,POLYETHYLENE GLYCOL 3350 PO,62175044231,1,0,527,49.05,20,11.51,8.49,42.4
2463,POLYETHYLENE GLYCOL 3350 PO,57896048931,4,1,2635,106.9,60.8,39.95,20.85,34.2
2464,POLYMYXIN B-TMP EYE DROPS,60758090810,1,1,20,46.14,8.41,10.1,-1.69,0
2465,POLYMYXIN B-TMP EYE DROPS,24208031510,1,0,10,23.44,8.06,5.06,3,37.2
2466,POLYMYXIN B-TMP EYE DROPS,17478070311,1,0,10,22.87,3.76,5.95,-2.19,0
2467,POLYMYXIN B-TMP EYE DROPS,61314062810,3,0,30,82.26,33.15,9.33,23.82,71.8
2468,POTASSIUM CIT-CITRIC ACID S,58657031216,1,1,180,48.44,37.4,75.72,-38.32,0
2469,POTASSIUM CL ER 10 MEQ CAP,62037056001,10,4,710,844.63,298.93,70.42,228.51,76.4
2470,POTASSIUM CL ER 10 MEQ TAB,781152601,12,18,2092,1480.98,580.75,378.64,202.11,34.8
2471,POTASSIUM CL ER 10 MEQ TAB,781571001,1,0,30,27.88,12.87,6.56,6.31,49
2472,POTASSIUM CL ER 10 MEQ TAB,68382060001,4,1,268,206.78,134.1,147.97,-13.87,0
2473,POTASSIUM CL ER 10 MEQ TAB,68382060010,4,4,386,294.53,80.86,181.73,-100.87,0
2474,POTASSIUM CL ER 20 MEQ TAB,62037099901,14,19,1383,1197.29,409.68,510.31,-100.63,0
2475,POTASSIUM CL ER 20 MEQ TAB,781572010,7,8,658,562.67,181.95,372.66,-190.71,0
2476,POTASSIUM CL ER 20 MEQ TAB,62037099905,1,0,90,66.45,27.58,21.31,6.27,22.7
2477,POTASSIUM CL ER 20 MEQ TAB,781572005,6,1,227,212.35,84.75,57.39,27.36,32.2
2478,POTASSIUM CL ER 20 MEQ TAB,781572001,1,0,15,19.4,19.4,3.18,16.22,83.6
2479,PRADAXA 150 MG CAPS,597036055,6,8,1200,10522.66,9085.92,8276.08,809.84,8.9
2480,PRAMIPEXOLE 0.5 MG TABLET,68462033290,1,5,360,1263.18,42.6,13.02,29.58,69.4
2481,PRAMIPEXOLE 0.5 MG TABLET,68382019816,2,1,180,613.38,21.3,33.06,-11.76,0
2482,PRASUGREL HCL 10 MG TABS,65862083030,2,2,240,4001.36,323.96,160,163.96,50.6
2483,PRASUGREL HCL 5 MG TABS,60505464203,2,1,90,1515.51,267.92,48.23,219.69,81.9
2484,PRAVASTATIN NA 10 MG TAB,55111022990,2,1,270,898.05,20.22,22.38,-2.16,0
2485,PRAVASTATIN NA 20 MG TAB,68180048609,1,8,270,972.09,54.81,132.12,-77.31,0
2486,PRAVASTATIN NA 20 MG TAB,93720110,9,13,840,2964.28,255.38,213.92,41.46,16.2
2487,PRAVASTATIN NA 20 MG TAB,93720198,4,3,270,952.09,73.05,28.37,44.68,61.1
2488,PRAVASTATIN NA 40 MG TAB,60505017007,17,33,1650,8409.57,461.92,123.77,338.15,73.2
2489,PRAVASTATIN NA 40 MG TAB,93720298,3,11,540,2728.94,185.19,382.34,-197.15,0
2490,PRAVASTATIN NA 40 MG TAB,55111023190,6,10,480,2461.28,124.11,58.89,65.22,52.5
2491,PRAVASTATIN NA 80 MG TAB,68180048809,4,7,330,1692.13,353.54,258.94,94.6,26.7
2492,PRAZOSIN HCL 2 MG CAPS,93406801,1,1,120,172.74,81.72,36.98,44.74,54.7
2493,PREDNISOLONE 15 MG/5 ML SOL,121075908,5,0,415,179.55,28.87,47.11,-18.24,0
2494,PREDNISOLONE 15 MG/5 ML SOL,60432021208,3,0,87,57.34,12.98,9.53,3.45,26.5
2495,PREDNISOLONE 15 MG/5ML SOLN,50383004248,1,0,150,67.81,5.73,7.55,-1.82,0
2496,PREDNISOLONE 5 MG/5 ML SOLN,50383004004,1,0,200,173.48,98.09,104.58,-6.49,0
2497,PREDNISOLONE AC 1% EYE DROP,61314063705,6,2,40,522.56,258.09,233.11,24.98,9.6
2498,PREDNISOLONE AC 1% EYE DROP,61314063715,4,1,75,848.2,448.1,388.43,59.67,13.3
2499,PREDNISOLONE AC 1% EYE DROP,60758011910,4,0,40,462.4,205.39,230.2,-24.81,0
2500,PREDNISOLONE AC 1% EYE DROP,60758011905,5,1,30,376.8,255.61,175.94,79.67,31.1
2501,PREDNISOLONE AC 1% EYE DROP,60758011915,1,0,15,168.4,111.18,77.5,33.68,30.2
2502,PREDNISOLONE AC 1% EYE DROP,61314063710,1,0,10,120.54,31.75,50.88,-19.13,0
2503,PREDNISONE 10 MG TABS,591544201,7,6,760,314.43,97.87,160.85,-62.98,0
2504,PREDNISONE 10 MG TABS,591544205,4,0,94,62.56,11.36,16.74,-5.38,0
2505,PREDNISONE 10 MG TABS,54001729,9,5,732,315.82,84.77,64.18,20.59,24.2
2506,PREDNISONE 10 MG TABS,591544210,15,0,402,243.64,58.16,82.58,-24.42,0
2507,PREDNISONE 10 MG TABS,603533828,3,0,85,48.55,10.27,12.6,-2.33,0
2508,PREDNISONE 10 MG TABS,59746017310,2,0,60,72.03,10.01,4.51,5.5,54.9
2509,PREDNISONE 2.5 MG TABS,54474225,1,2,270,74.49,26.9,163.46,-136.56,0
2510,PREDNISONE 20 MG TABS,54001829,53,3,825,771.31,170.97,126.06,44.91,26.2
2511,PREDNISONE 20 MG TABS,591544305,9,0,102,116.12,24.54,22.6,1.94,7.9
2512,PREDNISONE 20 MG TABS,591544301,6,1,122,101.58,27.69,26.95,0.74,2.6
2513,PREDNISONE 20 MG TABS,603533932,12,0,197,168.93,51.83,23.82,28.01,54
2514,PREDNISONE 20 MG TABS,603533921,2,0,52,33.46,9.29,4.68,4.61,49.6
2515,PREDNISONE 5 MG TABS,54472831,10,21,1204,579.36,189.37,75.52,113.85,60.1
2516,PREDNISONE 5 MG TABS,603533732,5,1,265,113.38,40.19,33.44,6.75,16.7
2517,PREDNISONE 5 MG TABS,603533721,1,2,90,48.3,11.01,10.68,0.33,2.9
2518,PREDNISONE 50 MG TABS,54001925,10,0,47,119.07,29.31,12.02,17.29,58.9
2519,PREGABALIN 100 MG CAPS,62332012290,2,2,270,1620.09,143.68,44.92,98.76,68.7
2520,PREGABALIN 25 MG CAPS,62332011990,1,0,60,361.13,19.04,8,11.04,57.9
2521,PREGABALIN 50 MG CAPS,72205001290,1,0,90,768.45,16.07,899,-882.93,0
2522,PREMARIN 0.625 MG/GM CREA,46087221,2,0,60,916.52,713.1,717.24,-4.14,0
2523,PRENA1 PEARL SOFTGEL,50265019830,1,0,30,120.33,66.25,800,-733.75,0
2524,PRENATAL 19 29-1 MG TABS,42937070610,1,1,60,38,14.92,249.92,-235,0
2525,PRENATAL 27-0.8 MG TABS,904531360,5,5,300,122.5,19.71,7.8,11.91,60.4
2526,PRENATAL 27-0.8 MG TABS,43292055515,4,6,300,111.6,87.12,9,78.12,89.6
2527,PRENATAL VITAMIN PLUS LOW I,63044015001,1,2,90,41.67,20.38,7.35,13.03,63.9
2528,PRENATAL VITAMIN PLUS LOW I,63044015005,1,2,90,39,8.1,9.14,-1.04,0
2529,PREPARATION H OINTMENT,573287120,1,0,57,21.58,15,900,-885,0
2530,PREPOPIK POWDER PACKET,55566930002,2,0,4,347.84,256.29,262.28,-5.99,0
2531,PRESERVISION AREDS 2 CAPS,24208069762,1,9,600,239.8,250,123.54,126.46,50.5
2532,PRESERVISION AREDS CAPS,24208053230,2,0,120,46.02,31,22.8,8.2,26.4
2533,PREVACID 24HR 15 MG CPDR,67628628,1,1,112,108.76,70.52,81.36,-10.84,0
2534,PREVIDENT 1.1 % GEL,126008802,1,0,56,26.54,26.54,13.23,13.31,50.1
2535,PREVIDENT 5000 SENSITIVE PA,126007061,0,2,200,53.46,26.94,26.76,0.18,0.6
2536,PRIMIDONE 250 MG TABS,591532101,1,1,360,378.56,74.48,105.27,-30.79,0
2537,PROAIR HFA 90 MCG INHALER,59310057922,17,30,47,4132.24,3074.76,2908.91,165.85,5.3
2538,PROBIOTIC ACIDOPHILUS BIOBE,47469004042,6,6,342,239.7,103.5,171,-67.5,0
2539,PROCHLORPERAZINE 10 MG TAB,93965201,1,0,30,57.2,6.54,9.41,-2.87,0
2540,PROCHLORPERAZINE 10 MG TAB,781502101,1,0,120,116.8,26.42,11.19,15.23,57.6
2541,PROCHLORPERAZINE 10 MG TAB,378511001,1,0,40,45.8,13.64,2.2,11.44,83.8
2542,PROCHLORPERAZINE 5 MG TAB,378510501,1,0,30,27.85,5.7,1.38,4.32,75.7
2543,PROCTOFOAM HC 1-1 % FOAM,37682210,1,0,10,189.51,139.06,136.77,2.29,1.6
2544,PROCTOSOL HC 2.5 % CREA,10631040701,0,1,1,97.32,20,52.97,-32.97,0
2545,PROCTOZONE-HC 2.5 % CREA,64980030130,7,3,330,1060.63,231.05,391.49,-160.44,0
2546,PROCTOZONE-HC 2.5 % CREA,64980032430,5,1,180,583.98,206.22,66.7,139.52,67.6
2547,PROGESTERONE 200 MG CAPSULE,17478076710,1,1,60,260,66.08,61.18,4.9,7.4
2548,PROGESTERONE 200 MG CAPSULE,69543037510,1,0,60,250,25.63,71.88,-46.25,0
2549,PROLENSA 0.07 % SOLN,24208060203,3,5,24,2640,2098.8,2048,50.8,2.4
2550,PROMETHAZINE 6.25 MG/5 ML S,60432060816,8,0,4710,299.48,73.02,67.41,5.61,7.6
2551,PROMETHAZINE 6.25 MG/5 ML S,603158458,5,0,4060,240.41,61.62,59.71,1.91,3
2552,PROMETHAZINE 6.25 MG/5 ML S,60432060804,1,0,35,12.18,7,0.84,6.16,88
2553,PROMETHAZINE HCL 25 MG TABS,591530701,1,0,12,16.07,7,0.65,6.35,90.7
2554,PROMETHAZINE HCL 25 MG TABS,68382004101,1,0,12,16.07,1.56,2.64,-1.08,0
2555,PROMETHAZINE-CODEINE 6.25-1,52959011804,1,0,240,49.79,10,360,-350,0
2556,PROMETHAZINE-CODEINE SYRUP,60432060616,10,1,1858,238.33,56.22,27.48,28.74,51.1
2557,PROMETHAZINE-CODEINE SYRUP,50383080416,2,0,193,33.35,6.11,3.56,2.55,41.7
2558,PROMETHAZINE-DM SYRUP,60432060416,8,0,1540,222.45,80.06,61.26,18.8,23.4
2559,PROMETHAZINE-DM SYRUP,603158658,5,0,898,91.12,36.63,9.28,27.35,74.6
2560,PROPRANOLOL ER 60 MG CAP,228277811,1,0,30,71.74,10.82,13.8,-2.98,0
2561,PROPRANOLOL ER 80 MG CAP,228277911,3,11,420,1151.36,305.61,293.72,11.89,3.8
2562,PROPRANOLOL HCL 10 MG TABS,23155011010,14,16,2940,1438.27,493.48,424.44,69.04,13.9
2563,PROPRANOLOL HCL 10 MG TABS,591555401,2,1,194,109.06,44.36,53.26,-8.9,0
2564,PROPRANOLOL HCL 20 MG TABS,378018301,2,9,1110,675.51,218.69,356.31,-137.62,0
2565,PROPRANOLOL HCL 20 MG TABS,115166003,15,15,2622,1569.04,633.2,686.96,-53.76,0
2566,PROPRANOLOL HCL 20 MG TABS,23155011110,18,25,3011,1887.32,861.4,543.42,317.98,36.9
2567,PROPRANOLOL HCL 20 MG TABS,591555501,7,7,912,604.61,266.36,243.36,23,8.6
2568,PROPRANOLOL HCL 20 MG TABS,23155011101,1,0,90,55.85,24.84,17.1,7.74,31.1
2569,PROPRANOLOL HCL 40 MG TABS,23155011201,4,5,360,347.66,139.41,86.52,52.89,37.9
2570,PROPRANOLOL HCL 40 MG TABS,603548421,1,1,60,62.94,23.76,15.6,8.16,34.3
2571,PROPRANOLOL HCL ER 60 MG CP,42291052201,1,0,30,71.23,43.67,13.18,30.49,69.8
2572,PROPRANOLOL HCL ER 60 MG CP,62559053001,1,0,30,71.23,10.02,13.2,-3.18,0
2573,PROPRANOLOL HCL ER 80 MG CP,62559053101,9,11,584,1592.64,521.42,280.48,240.94,46.2
2574,PROPYLTHIOURACIL 50 MG TABS,228234810,1,4,1170,1103,632.1,863.53,-231.43,0
2575,PROZAC 40 MG CAPS,777310730,3,6,540,20504.8,17330.98,16182.36,1148.62,6.6
2576,PRUNE JUICE,11111555500,1,0,1,11.25,0,1.25,-1.25,0
2577,PSEUDOEPHED 30 MG/5 ML SOLN,536185085,1,0,120,11.88,9,6.34,2.66,29.5
2578,PSEUDOEPHEDRINE 30 MG TAB,45802043262,1,0,30,13.06,1.51,1.61,-0.1,0
2579,PULL UPS,54125021500,1,0,1,10.01,0,0.01,-0.01,0
2580,PULMICORT 180 MCG FLEXHALER,186091612,3,1,10,2876.6,2416.94,2249.37,167.57,6.9
2581,PULMO-AIDE W/PULMO-NEB,33413005650,1,0,1,180,0,38,-38,0
2582,PULSE,45589853652,2,0,2,20.02,0,0.02,-0.02,0
2583,PULSE OX,9856251123,2,0,2,20.02,80,0.02,79.98,99.9
2584,PURELL,73852009652,1,0,6,10.06,20,37.8,-17.8,0
2585,PYLERA 140-125-125 MG CAPS,58914060120,2,0,240,2231.68,2006.05,1769.36,236.69,11.7
2586,Q-TIPS/SINGLE-TIP SWAB,8884540500,1,0,180,11.08,1.5,10.87,-9.37,0
2587,QBREXZA 2.4 % PADS,70428001112,1,0,30,670,670,989,-319,0
2588,QC CHERRY LIP BALM,63551059548,1,0,6,13,12,2.58,9.42,78.5
2589,QNASL 80 MCG/ACT AERS,59310041012,2,0,2,568.52,500.29,440,60.29,12
2590,QTIPS,5210017900,2,1,900,39,11.25,9,2.25,20
2591,QUETIAPINE ER 150 MG TABLET,16729010912,1,1,60,975.48,86.26,430.4,-344.14,0
2592,QUETIAPINE ER 200 MG TABLET,52817016260,2,1,210,3710.71,270.92,128.82,142.1,52.4
2593,QUETIAPINE ER 50 MG TABLET,406118060,5,6,618,5590.53,1501.36,297.46,1203.9,80.1
2594,QUETIAPINE FUMARATE 100 MG,16729014717,24,15,1624,11526.46,429.33,85.82,343.51,80
2595,QUETIAPINE FUMARATE 100 MG,16729014701,9,5,450,3225.81,157.39,25.65,131.74,83.7
2596,QUETIAPINE FUMARATE 100 MG,60505313301,13,14,1500,10556,353.68,525.45,-171.77,0
2597,QUETIAPINE FUMARATE 100 MG,93816201,1,4,390,2724.4,67.71,119.21,-51.5,0
2598,QUETIAPINE FUMARATE 200 MG,16729014817,12,16,1290,16968.45,420.99,222.33,198.66,47.1
2599,QUETIAPINE FUMARATE 200 MG,67877024601,1,2,180,2360.13,50.61,25.5,25.11,49.6
2600,QUETIAPINE FUMARATE 200 MG,16729014801,5,4,337,4449.68,258.9,32.35,226.55,87.5
2601,QUETIAPINE FUMARATE 25 MG T,16729014517,6,0,450,1858.2,93.37,10.8,82.57,88.4
2602,QUETIAPINE FUMARATE 25 MG T,60505313008,3,1,270,1119.04,87.37,12.58,74.79,85.6
2603,QUETIAPINE FUMARATE 25 MG T,16729014501,2,0,90,379.64,15.4,2.53,12.87,83.5
2604,QUETIAPINE FUMARATE 300 MG,16729014917,8,15,1171,20093.06,430.82,148.1,282.72,65.6
2605,QUETIAPINE FUMARATE 300 MG,55111019060,2,6,480,8221.84,162.99,887.44,-724.45,0
2606,QUETIAPINE FUMARATE 400 MG,16729015016,15,17,1742,35046.18,1840.55,271.19,1569.36,85.2
2607,QUETIAPINE FUMARATE 400 MG,93816501,2,1,180,3618.24,368.55,160.05,208.5,56.5
2608,QUETIAPINE FUMARATE 50 MG T,16714045302,9,10,750,5083.31,216.42,17.25,199.17,92
2609,QUETIAPINE FUMARATE 50 MG T,16714045301,9,11,780,5286.9,249.77,42.8,206.97,82.8
2610,QUETIAPINE FUMARATE 50 MG T,93816601,1,1,60,413.98,18.36,17.56,0.8,4.3
2611,QUETIAPINE FUMARATE 50 MG T,16729014617,6,1,240,1645.93,34.82,10.12,24.7,70.9
